candidate,tweet,row_index,label
joe_biden,No...#Biden will prevail...then you and i will have a shot together for victory https://t.co/o9TLfDkmDt,752,positive
donald_trump,Serious Question: When Trump speaks am@I the only one that hears both a whining toddler and nails to a chalkboard?!  I can_€™t be the only one? #Debates2020 #DumpTrump #DumpTrump2020 #TrumpIsNotWell #Trump,753,negative
donald_trump,"You say it well, Anthony! #WeLoveYou President #Trump!!! #Trump4Ever!!!! https://t.co/i7FvxTlnPJ",754,positive
donald_trump,@atrupar #trump can_€™t even drink water with one hand. https://t.co/8xpy7tdPzT,755,negative
donald_trump,@jeremyhigfx @TomArnold @TheDemCoalition #AnthonyFauci speaks! Says #Trump is a ninnie - huh? #COVIDIOTS https://t.co/Jpfs6A4RFp,756,negative
joe_biden,#JoeBiden is racist! He used the term #Thugs!,757,negative
donald_trump,"Dear #SouthCarolina, when voting tomorrow remember that @LindseyGrahamSC is a spineless parasite without integrity and will say or do anything to stay in power. Here's what he said about #Trump before 2016 #LindseyMustGo #ElectionDay https://t.co/e3Xyt6bGib",758,positive
joe_biden,This is me waiting on January 2021 to get here! #PresidentElectJoeBiden #BidenHarris2020 #MyVoteMatters #UnitedStatesofAmerica #BidenHarrisLandslide2020 #DonaldTrump #KamalaHarris #JoeBiden #PresidentElect #USPresidentialElection πü’™πü‡_πü‡_πü’_πüè_πü¥_πü_£ https://t.co/rmtk1CJ963,759,positive
donald_trump,We haven_€™t chosen you #ChinaJoe the media has. America chose #DonaldTrump https://t.co/iBcjjWZa2X,760,positive
donald_trump,You #Trump supporters could have at least voted for #Kanye2020,761,negative
joe_biden,Hahaha. #JoeBiden is not a unifier! He needs to collaborate with the #election legal team to straighten out the #fraud issue. Start there if Joe wants all #Americans to respect him. https://t.co/7WJ5e770Wx,762,neutral
donald_trump,Daddy #Putin is anxiously waiting for #Trump to come home πüò€ https://t.co/pzeBRCBUFd,763,negative
joe_biden,#biden  Joe biden another Obama he will destroy what left of America.  Let go to war.  We are a divided nation.  (wherethenewsis com),764,negative
joe_biden,"VOTE LIKE YOUR LIFE DEPENDS ON IT! Come on America we are better than this! We got this! We are one nation, we need a real leader that will build our country better and unite us all. #BidenHarris2020 #Biden #VOTE https://t.co/CZsvUmhso2",765,positive
joe_biden,"So glad to have Pennsylvania back in the Democratic column. Such a great place. They have an important voice and role in the Blue Coalition. The values, work ethic &amp; diversity (such a diverse State) make our Party better. #ElectionResults2020 #Biden #BlueWall @TheDemocrats",766,positive
donald_trump,".@MaryLTrump - i was thinking this morning, w #DonaldTrump _€òs manic narcissistic sociopathic pathology, stress, rage and lack of sleep, isn_€™t he in prime condition to have a psychotic break.....πü_”",767,negative
joe_biden,"@realDonaldTrump Guess what?  You make mistakes everyday...YO-SEMITE! By the way, #JoeBiden had better ratings than you!!!!",768,positive
donald_trump,#What #do #u #expect #Trump #to #do? #He #is #not #license #specialist #in #curing #COVID19.#DonaldTrump #had #the #virus #and #has #faith #in #prayers #that #the #pandemic #will #end. #He #did #not #murder #or #create #coronavirus #and #that #is #why #the #wall #is #being #built https://t.co/yrt531OqQr,769,positive
joe_biden,#Trump2020 #DonaldTrump #Trump #MAGA #FourMoreYears #MikePence #SleepyJoe #HunterBiden #JoeBiden #WheresHunter #Election2020 #VOTE https://t.co/z78WsarNqt,770,negative
joe_biden,"Holy shit it_€™s true he made like 50 layups in a row. He also visited a hospital right after to sign some stuff and meet the staff after the hospital staff decided to go on strike, look up Obama hospital strike to find out more! #BidenHarrisToSaveAmerica #biden #khive #biden2020 https://t.co/05703AdTm3",771,positive
donald_trump,@USATODAY #Trump,772,positive
donald_trump,"#Trump: Look at these screens. They're television sets. I spent all sorts of money on these, they're called television sets. I did it just for you, Michigan. *Plays the same video he's played at every rally for the last two weeks.*",773,neutral
donald_trump,"@RamonitaSilva7 @realDonaldTrump Absolutely, you can trust #Trump will stab them in the back as soon as he can: https://t.co/3uDIeFQcsc",774,neutral
donald_trump,Did Trump_€™s Rich Friends Get a Heads-Up About Coronavirus? | The Daily S... https://t.co/GZriDXquEy via @YouTube #DailyShow #TrevorNoah #Coronavirus #DonaldTrump,775,negative
donald_trump,#Trump on #NY massive #lockdowns  https://t.co/31Lnx45CCt,776,neutral
donald_trump,"that's literally all you can do. Save your energy for contemplating what it REALLY means if either #Trump or Biden is elected. That decision is what this country is about...good, bad or more of the same...#BidenHarris2020",777,neutral
donald_trump,What is the point of this #Trump presser?  He should tell it it his therapist.  The rest of us don_€™t care.,778,negative
joe_biden,Congrats to #Biden ; Lead this country and hopefully fix things that will be hard to fix,779,positive
joe_biden,"I like to think back about little Joe Biden stuttering in Scranton, and it makes me smile to think about how little clue people probably had back then about the greatness he would rise to. Never give up and always be kind like Joe #Biden",780,positive
joe_biden,"These ppl are all connected. #PlannedParenthood, FusionGPS, SKDKickerbocker, Perkins Coie, #JoeBiden, Kamala Harris, Hillary Clinton, George Soros, plus Russia Dossier, etc. We published this report last year that shows how. https://t.co/PeS8yDOzqc",781,negative
donald_trump,"Hey #OneTermTrump ...I heard you golfed today...nice...beautiful day. After #SDNY does their thing (sorry, I can't help laughing)...after that, well I mean, after you serve your time, if your knees hold up, I think this guy is always looking for someone to play with. #OJ #Trump https://t.co/CcvTXwFWrc",782,negative
donald_trump,Saw this coming. #trump #fail https://t.co/C4bQuagms5,783,negative
joe_biden,Here's why I'm sticking with #Trump over feeble #Biden: Goodwin https://t.co/CvuYl1AWGe,784,negative
donald_trump,"#WednesdayMotivation #WednesdayThoughts #wednesdaymorning did a chapter of my #trump #zombieapocalypse novella and a story, I Fart, Therefore I Am, where a philosopher feels that farting and shitting his pants proves he exists.",785,neutral
joe_biden,The big fight TODAY!!!!! @realDonaldTrump vs #joebiden who you got? #merica πü‡_πü‡_ πü‡_πü‡_ https://t.co/A1hoHGP7WK,786,neutral
joe_biden,I_€™m pretty confident Biden is going to win this. #CountEveryVote #Biden,787,positive
joe_biden,COUNT THE FOUND BALLOTS! #arrestdejoy #JoeBiden #USElection2020 #USPS #KamalaHarris #Florida #GEORGIA #CountEveryVote #JudgeEmmetSullivan #countthefoundballots #DonaldTrump #CNN @Morning_Joe #Michigan2020 #Wisconsin #postelection #Pennsylvannia #RepublicansForBiden,788,negative
donald_trump,"@NikkiHaley @realDonaldTrump The truth is prevailing @NikkiHaley if #DonaldTrump was winning with no chance for #Biden to catch him, you wouldn_€™t be crying. I_€™m a #Republican and voted by mail, all votes must count!! @GOP #CountTheVotes πü‡_πü‡_",789,positive
donald_trump,The Irish Mirror says it perfectly... #Impeachment #irishmirror #washingtonpost #cnn #focnews #donaldtrump #bidenharria #democracy #biden2020 #DumpTrump #CountEveryVote #CountAllTheVotes https://t.co/cEXzmj7JTI,790,neutral
donald_trump,#Trump adviser said Giuliani &amp; others in inner circle are enabling the president as he refuses to grasp the reality that the WH is slipping away. Situation inside WH right now #chaos Can't help but laugh at the visual ...oh how I wish I was a fly on the wall right now...,791,negative
joe_biden,"So I did a thing today! Please everyone, remember the power each one of us has to affect change! @JoeBiden @DavidPepper @OHDems #BidenHarris2020 #BlueWave #JoeBiden #KamalaHarris #Crew96 #Ohio #Election2020 #Biden2020 #VoteBlue #VoteEarly #VOTE https://t.co/SojIOkAV9i",792,positive
donald_trump,The look on his face when he_€™s told to go F himself πü™‚ That_€™s a win! #election2020 #obama #biden #trump #brokenworld https://t.co/TeUXf6zxVX,793,positive
donald_trump,#trump #TrumpLosing #bidenharris #election2020 Trump is doing exactly what @BernieSanders said he would. His behavior is predictable. He is dog whistling and this is very dangerous. No #Vote2020 shoI_€™ll be left uncounted. https://t.co/0LxJfobVSr,794,negative
joe_biden,Tuesday was Good Friday. Today is Easter @CatholicDems #JoeBiden,795,positive
donald_trump,"Yea, I #prepaytaxes too #Trump! https://t.co/cPw6X7h6ur loving this #politicalsatire tee lol #iprepaymytaxes #prepayingtaxing #PresidentialDebate2020 #PresidentialDebate #Elections2020 #Biden #BidenHarris2020 #BidenHarrisToSaveAmerica #TrumpChinaBankAccount #bidencare #bidencares https://t.co/lhR1txUj8O",796,negative
joe_biden,@AbeFroman @LilTunechi @realDonaldTrump @POTUS Unfortunately for Democrats #Biden had 47yrs to take a meeting but he couldn_€™t even do that.,798,negative
donald_trump,"#electionday2020 #trump #biden #usa @ West Palm Beach, Florida https://t.co/uUAUD2tXTU",799,neutral
donald_trump,"#trump you_€™re close to possibly losing and you_€™re sore about it. Like a 6 year old child who_€™s gotten their toy taken away after acting like a brat. Like a 16 year old,  you run to social media instead of addressing the people properly and showing your sorry face.",800,negative
joe_biden,"Wolfman Joe Happy Trumpian, American advocate #StopTheSteal #Trump #Biden #Election2020 #UnifyAmerica #StandUpForTrump https://t.co/gRXQYfTfYe",801,neutral
joe_biden,Who knew? #Biden really is #lowenergy. #Fracking #FossilFuels,802,negative
donald_trump,"https://t.co/E0RWyesPTR #Trump'sπüé_#Stimulus, #UBI or #GLI Pkgπü’µπü’°πü’_ #NaySay has left #Communities πü›– πüè_πüå‡πü‘¶πü_±πü_°πü‘¨_€çπü‘©_€çπü‘§_€çπü‘_πü§‘_€çπü__πü‘©_€çπü__at #Risk of #Death &amp; thousands can #die_ö°__èπü__ w/o ability to #Prep for an #ELE or #TEOTWAWKI, a #ClimateApocalypseπüå___èπüå€ or #Pandemicπü_ _ò£__èπüò±πü_§πü_’πüò·When #SHTFπüå¬__è_›à__èπüå___èπü’_πüåäπüå€",803,neutral
donald_trump,"\Watching @RickSantorum speak about \""\""decent people\""\"" makes my stomach turn. He sits there like the frothy mixture he is defending every vile thing #Trump says &amp; does. How can one so spineless sit erect @CNN @andersoncooper  #CNNelection\""""",804,negative
joe_biden,A family that loves....#Biden vs. the Dumpsters.,805,positive
donald_trump,I've become pretty certain #Trump  is going to be re-elected.  But the lame stream media is already trying to counter that with the notion that that he fixed election. These ppl are crazy psycho on #MSNBC. From the crypt.,806,positive
joe_biden,"Grilled By Johnson On Twitter Influencing Election, Dorsey Claims They _€ú... https://t.co/JznK67Bw43 via @YouTube.    #hunterbiden #JoeBiden #HILLARY_CLINTON_FOUNDATION #HillaryEmails #johnkerry #Obama #ObamaBiden #IranDeal",807,neutral
joe_biden,What's your gut say? I'm more optimistic this morning for #Biden #Kamala. That could just be no coup took place overnight of course (apart from a president essentially suggesting one). #Election2020,808,neutral
joe_biden,How many months after #Biden is sworn in will #Trump be exonerated for all his evil/capitalist crimes/tax evasions? @HighersideChats,809,positive
donald_trump,So #Trump supporters believe him when he says there is election fraud with no evidence but don't believe he sexually assaulted women even though there are 26 allegations? Got it.,810,negative
joe_biden,It_€™s my birthday today and I would like some good news. #Election2020 #Georgia #Arizona #Pennsylvania #BidenHarris2020 #Biden #ElectionResults2020 #Nevada,811,positive
donald_trump,@thehill #trump - can_€™t be any worse than the family of yours - your kids are bilking every avenue they can. Even Chief of Staff #JohnKelly acknowledges this. As well your businesses have made #MILLIONS off your presidency.  Stop opening yourself up like this. #VoteBlueToEndThisNightmare,812,negative
donald_trump,@ClarisaClarity @LauraMNewberry @latimes I don_€™t think he should be allowed in the state of California. #trump is not welcome here. πü_® #trumpendangerslives #votehimout #bidenharris2020 #vote,813,negative
joe_biden,#JoeBiden must step down. He is now disqualified to run for POTUS as a dark cloud of corruption allegation hangs over his head.,814,negative
joe_biden,"@IngrahamAngle @lindamac12steps #ALERTT THATS not #JoeBiden- no joke..that_€™s NOT him.  Not a conspiracy theory that is not Biden. He_€™s been swapped throughout the entire election, I haven_€™t seen the authentic Biden in months. There_€™s proof too, this is no joke or claim, that_€™s not joe fkn #Biden. #antichrist",815,negative
donald_trump,@jimgolby @WSJ The #Trump legacy can't really be diminished much more than it already is. https://t.co/9vGq65RrsY,816,negative
joe_biden,Joe #Biden didn_€™t claim #victory on Friday _€” but he urged Americans to be patient - Vox https://t.co/ludzNlkTP1,817,neutral
donald_trump,"@Thripp2020 @nancysoderberg @DefenseOne @realDonaldTrump I collected stamps back in the late 1960_€™s to early 70_€™s. Yea, all over the world countries had  #JFK on their stamps. @POTUS will be remembered on #punkrock tee shirts, like #charlesmanson, #polpot Hell, #trump being failed businessman , might get #mailboxcheck .... https://t.co/nF1d4ujjgh",818,negative
donald_trump,8 years Biden built cages @JoeBiden @realDonaldTrump #trump #biden and he has zero clue about immigration ...zero...they never come back https://t.co/9vwE9CVD1v,819,negatve
donald_trump,"@kylegriffin1 Trump can take being a racist out of his talking points. Everyone has gotten the message and why he will drown in the tsunami coming at him from every corner of the nation. Trump isn_€™t good enough to be an American-a country of hard working winners. #TRUMP, a lazy LOSER! @CNN",820,negative
donald_trump,@c2m3p @DonaldJTrumpJr Denial is something that  #GOPHypocrites excel at. #Trump https://t.co/b04up6RP8r,821,negative
joe_biden,"#Vermont goes for #JoeBiden, completely expected,",822,positive
donald_trump,Check out Victoria πü”®πü_‹'s video! #TikTok if you voted for #trump then watch this #christians #Jesus2020  https://t.co/EyJdmAifgW,823,negative
joe_biden,πü’™Words of wisdom...keep working!πü’™  #vote #voting #voteblue #VoteEarly #VoteBidenHarris2020 #JoeBiden #BidenTownHall https://t.co/G8XBIgLfTr,824,positive
joe_biden,#biden and #trump are the worst options ever period. How did we get here? Y'all hate black people that much πüò_πüò_πüò‚πüò‚,825,negative
donald_trump,"#Trump openly discussing his plan to suppress the legally cast votes of Americans and #Republicans say nothing. So socialism is bad,  and fascism is cool. Got it #VoteThemAllOut2020",826,negative
donald_trump,"So much fraud, voter fraud. #trump is our only #ruler #ElectionFraud",827,positive
donald_trump,"If your argument for a #Trump path to 270 involves the disenfranchisement of American voters, congratulations you_€™ve successfully argued for #fascism.",828,negative
donald_trump,@USATODAY Back when #Republicans were men of honor. I hope they can recover from the #tRump #dumpsterfire #RepublicansForBiden #independent #ElectionDay #Republicans #TrumpLiedPeopleDied,829,negaitve
donald_trump,via @NYTOpinion #Trump #GOP #Republican #LogCabinGOP  https://t.co/N74y6ye6ZN,830,neutral
donald_trump,I'd thought that #Congress #Republicans' opposition to big #stimulus wd help bring on a #BlueWave - &amp; even more lasting #GOP damage.  But not much evidence for that in #election2020 - unless more approved $ wd've given a decisive boost for #Trump?  #tcot #recession #Covidrelief,831,neutral
donald_trump,#DonaldTrump is embarrassing! Poor guy can_€™t #stop #crying on Twitter.,832,negative
joe_biden,"Today our whole family read through local/state/federal issues, discussed, and voted. We voted 100% against Donald Trump and because of him all GOP canidates as well. Today our family fired the GOP. #GOP @realDonaldTrump #RNC #Congress @SenateGOP #Biden https://t.co/bVKMDrQ8TC",833,positive
donald_trump,"Despite the Trump administration's new policy, many pharmacies still won't vaccinate children against flu - CNN #Political #Trump #POTUS https://t.co/OcCdIWq4Vt",834,neutral
joe_biden,Got asked to come for the #Biden event but had a ton of work. We all know his rally will be a bit more secured. Not even seeing people wear masks at RayJay..,835,neutral
joe_biden,Today is 4 November 2020 and #Obama and #Biden are still President and Vice President,836,neutral
joe_biden,"While the share of #Michigan union households for #Trump is still too high, it looks like more union folks came over to #Biden to help give him the win. #1u https://t.co/EGDCfJKZkO",837,neutral
joe_biden,"Mr.Biden it_€™s so heart warming , down to earth person and respectful. I m so proud and happy to cast my first time ever vote to Biden. #BidenHarris #biden2020 #JoeBiden #FireTrump #BidenHarris2020 #BidenHarrisToEndThisNightmare #bts https://t.co/Y6DD4CZhPR",838,neutral
joe_biden,This applies to IG too... #GTFOH #trump #biden #trumpsupporters https://t.co/KVkg440Bnn,839,negative
donald_trump,"Or, how about admitting that #Putin has you (#Trump) by the balls thanks to $421 million you owe to Russians? https://t.co/vXoScmjlkH",840,negative
donald_trump,"So for those saying you're voting for Trump to boost your portfolio, it may be time to pivot. #SPX500 #trump #Election2020 https://t.co/VsPYNhRVBG",841,negative
joe_biden,"There were enough mistakes to go around, but Trump was ahead of the game! See video! #Biden #Trump https://t.co/T8N16zpvLv",842,negative
donald_trump,"By tomorrow morning, dumbass @MarkMeadows will have misspoke and the media will move on for the next time #trump morons autocorrect in real time.",843,neutral
donald_trump,"#Analysis: #Trump complains the media isn't reporting on #HunterBiden's emails. But NBC News met obstacles, including #RudyGiuliani, when it tried. #SaturdayMorning  https://t.co/4yiYU3pbqL",844,negative
donald_trump,"We don't but you seem to after you ran out on your #honeymoon to service #Trump, Hopie Poo. There are 300+ million witnesses. https://t.co/jf0PSbgde9",845,negative
donald_trump,"@ddale8 #Trump's #PressBriefing today complaining about polling accuracy. Yet, when you look at #Biden's POPULAR VOTE #USElections #ElectionResults2020, you *SEE* consistency with most poles as reported. @MSNBC @CNN @JoeBiden @ABC @CBSNews @CNBC πüå_πü’™πü‡µπü‡·_ö–__èπü’_",846,neutral
joe_biden,@realDonaldTrump @BreitbartNews Call President Biden and vice president Harris and congratulate them #JoeBiden https://t.co/uhrcHDFZAO,847,positive
joe_biden,"@FrankLuntz @SteveScully Yum! Is @FrankLuntz enjoying his dinner of CROW? I_€™ve never trusted the pompous weasel.  If he had any sense of objectivity, he wld_€™ve known @realDonaldTrump CORRECTLY labeled @SteveScully a DEM #Biden hack whose hatred 4 #Trump destroyed him. EAT CROW. #SteveScullyLIED @cspan https://t.co/q0riVjbA2i",848,negative
donald_trump,"#Trump #Muskegon #Michigan rally. 25,000+.  #Biden gets 32 people. https://t.co/oe4dyeqOm3",849,positive
donald_trump,"@therandyn9559 #Trump_€™s going to say , _€úLook at my big rallies. How could I have lost. It_€™s rigged._€ù",850,negative
joe_biden,"Amazing that after 2016, the DNC nominated another horribly corrupt politician over a candidate with wide popular appeal whose campaign is being destroyed despite a widespread media blackout over incriminating emails. #bobulinsky #Bobulinski #JoeBiden",851,negative
donald_trump,"@realDonaldTrump #POTUS #Trump only works for #RedStates and #Republicans who never criticize him. #DonaldTrump does NOT work for the whole of #America. It w/b better if he listened to the advice of seasoned professionals, but he's too pig headed. #DumpTrump2020",852,negative
joe_biden,Where do the polls regarding #BidenHarris2020 #Trump #TrumpPence2020 #Biden #2020Election stand?,853,neutral
donald_trump,@BiancaGhezzi #maga #trump 2020 πü‡_πü‡_ Florida is a Win for @POTUS,854,positive
joe_biden,@FoxNews wants to make money. And they have to now pander to woke corporate America for advertising dollars. And the weasel Paul Ryan has become the Murdoch_€™s savior and are divorcing themselves from half the country...the chumps as #Biden calls us.,855,neutral
joe_biden,@DonaldJTrumpJr @catturd2 @Twitter @jack How has the #FBI been sitting on this?  Aren_€™t they supposed to investigate crimes?  Who made the decision at the FBI to give #Hunter and #JoeBiden a pass on this?  #Corruption,856,negative
joe_biden,#Biden wisely not allowing #Trump to also act as moderator #Debates2020  #DebateTonight,857,positive
donald_trump,This may infuriate #DonaldTrump beyond any election loss. #DeutscheBank https://t.co/RTCUUI4N3X,858,negative
donald_trump,If your election last longer than 4 days seek medical attention #trump vs #biden #fuckemboth,859,negative
donald_trump,We will see πüòÅ#blackvoicesfortrump #woke #Trump #Biden https://t.co/5JLbPKoawf,860,negative
joe_biden,Again this is my response to mum telling me we are staying up to watch Biden v Trump! Save me love boots #number10cat #realDonaldTrump #joebiden #cats #RagdollCats https://t.co/eVf7BJeOQl,861,negative
joe_biden,@seanonolennon You are correct. #Trump fear vs #Biden future,862,positive
joe_biden,"Two years ago, my dad bet me $500 that #Trump would win in a landslide and carry all 50 states. Obviously he lost, and it looks like Trump might not even take the election from #Biden. How do I make him pay up? Is there a legal twitter? Maybe @LegalEagleDJ ? https://t.co/5n9mTP134X",863,neutral
joe_biden,"@besthealthyou Find your own links. Go ask #Putin for them. Masks are good or not. You're grown and can make your own decisions. You make no valid points. If #Biden is elected, you will treat him just like you treat #Trump. Disrespectful. Always blameful.",864,negative
joe_biden,I feel like NV and AZ slowed their roll so PA could give the win to #Biden. Homecoming.,865,positive
joe_biden,"President-elect, Joe Biden, quoted this song during his speech last night. In light of this significant change for the USA, I felt compelled to sing it out_€”something I haven_€™t been able to get myself to do for a long time now. We_€™ve been blessed w Hope once again. #BIDEN #BYEDON https://t.co/DiCpRUaBZ1",866,positive
donald_trump,"RT if you would do blow off of strippers asses with Donald Trump, and think Biden is a total pussy. #MAGA #Trump #TrumpRally #TrumpTrain",867,positive
donald_trump,"@politico Only a matter of time before #Trump starts talking shit on one of his biggest roadblocks to re-election, the brilliant &amp; widely respected #AlfredENeuman. #TrumpIsALaughingStock @MADmagazine #WhatWeWorry #TrumpIsAnIdiot https://t.co/np1IbkGVuQ",868,negative
joe_biden,@FinancialTimes How much of it came from China? #Biden https://t.co/kN0NlBWbHp,869,negative
joe_biden,@joshdcaplan The #corruption that has been uncovered about the left is astounding! And what_€™s even more astounding is that the #dnc is burying a story about #joebiden that has been varified as true! But the #media wont report it! They r #corrupt INVESTIGATE THE ANCHORS AND #CNN,870,negative
joe_biden,@TheDemocrats Very easy America! #JoeBiden https://t.co/bYj7Yf5dW8,871,positive
donald_trump,"No amnesty, no pardons, no plea deals for #Trump and his enablers. If they don_€™t go down for their crimes, it can and will happen again.",872,negative
joe_biden,"#JoeBiden has specifically stated that he'll raise taxes, take our guns, open our borders, let illegals become citizens, kill oil jobs, socialize medicine and do more anti-America stuff. So if you vote for Joe, WTF exactly do you want for America? #Election2020 #MAGA #KAG #Trump",873,negative
joe_biden,@realDonaldTrump because there is a 70-30 split of mail in ballots for #JoeBiden.,874,neutral
joe_biden,SIGN PETITION telling #JoeBiden to Reject #BigAg-owned  #HeidiHeitkamp for the Next Secretary of #Agriculture! https://t.co/dftC5wHrg7,875,neutral
donald_trump,_Å_@realDonaldTrump_Å©  We Love You!_ù___èπü‡_πü‡_πü‡_πü‡_ IFBAP πü‡_πü‡__ù___è #MAGA #Trump https://t.co/BBiIxsGPr0 πü‡_πü‡__ù___èπüö€_ù___è https://t.co/hlzvgAVpmP,876,positive
donald_trump,#DonaldTrump attracts the ones  who_€™ve done bad things . #JoeBiden  is only huggy like the aunt who pinched your cheeks . https://t.co/EJ6IVOMq47,877,negative
donald_trump,Ohhhhh missed opportunity #Biden could_€™ve pounded #Trump on #Fauci such an easy mark for πü‡_πü‡_ to get on your side joe! #Debates2020 https://t.co/UplIN4Jg10,878,negative
donald_trump,#Biden is just destroying #tRump on the debate #PresidentialDebate2020,879,negative
donald_trump,#Biden pushes back on #Trump: '#Crass' to go after political rival's children #TheHill https://t.co/50ayUSzM4Z,880,neutral
joe_biden,Thank you @BretBaier for the tag line that inspired me to draw this toon! @realDonaldTrump @kirstiealley @KaitMarieox @Timcast @limbaugh @RealCandaceO @prageru @roguereviewHQ @roguereview @FoxNews @Chick4Trump @PulitzerPrizes #oilindustry #oil #debate #joebiden #rushlimbaugh https://t.co/jTNNrq40X3,881,neutral
joe_biden,trump supports can now lower their flags to the half staff position!!! #DumpedTrump #BiDen #nightmareisover,882,positive
joe_biden,Here's why #Biden's 2020 lead is different than #Clinton in 2016 https://t.co/V5IpeUlBWW,883,positive
donald_trump,Do you have your shit packed yet @realDonaldTrump ? #Trump2020 #Trump #TrumpSupporters #MAGA is#f not we will help you! #VOTE #Election2020 #ElectionDay #VoteBiden #Vote2020 #VoteBidenHarris2020 #ByeDon2020,884,negative
joe_biden,Thats right!!!! πü‘è #BidenHarris2020 #Biden #VoteResponsibly #VoteBidenHarrisToSaveAmerica #ElectionDay #Election2020 https://t.co/jQYBG2Qz3L,885,neutral
donald_trump,Just got my vote in for @realDonaldTrump! #Trump/Pence2020! #TrumpTrain! #RedWave! #WOOWOO! https://t.co/mfU9ng8m0Q,886,positive
donald_trump,@Acosta Whiney little bitch #Trump ... #Biden ahead there since last night smh,887,negative
joe_biden,YES LMFAO #Elections2020 #Biden https://t.co/Ar0XNHwEal,888,positive
donald_trump,After every Ballot is Counted #BidenHarris will win and #Trump will throw a #TemperTamdrum and be dragged out by #SecretService https://t.co/LATU87pxew,889,positive
joe_biden,@FoxNews When are you going to report that #Biden just flipped #Georgia in his favor πüò‚πü_·πüè»_€ç_™€__è,890,neutral
joe_biden,"#CNN calls the election, and it_€™s #joebiden_€™s win! #2020election #presidentialelection #potus  #dumptrump https://t.co/lI6XQOExs7",891,neutral
donald_trump,Your support for Biden was wholesome for real.Thank you. You showed us that country comes far before than presidential candidacy. #Election2020 #Election2020results #Pennsylvania2020 #BidenHarris2020 #Trump  #Biden2020 #BidenHarrisToEndThisNightmare https://t.co/DQaJUSC5jW,892,negative
donald_trump,There are quite a few #Trump enablers and profiteers on #CNBC and the #media in general.,895,negative
