candidate,tweet,row_index,label
joe_biden,I'm expecting that this will be the Biden 2020 Playlist offered on Spotify later tonight. #JoeBiden,501,positive
donald_trump,I thought this was a town hall instead of a non-stop attack by a leftie journalist. #trump #TownHall,502,negative
donald_trump,"For good or bad, without #Trump, the #GOP is one big ball of worthless.",503,negative
joe_biden,Hunter biz partner details Joe Biden's China dealings: Goodwin #BidenHarris2020 #Election2020 #Biden #newyorkpost #Corruption #educateyourself  https://t.co/DaweQ5Qe4c,504,positive
donald_trump,Spotted a biden supporter in the wild in Southern California today #MAGA #trump #Trump2020 #JoeBiden https://t.co/89vGOojVG2,505,positive
donald_trump,They didn't tabulate Texas in yet. Including Georgia and North Carolina. #Trump is winning. #Trump2020 ???? #TrumpPence2020,506,positive
donald_trump,"You know, if everybody who loathes @realDonaldTrump were to now unfollow him on twitter, his unwholesome power would further diminish.#DonaldTrump",507,neutral
donald_trump,I think they mean Rudy or #trump #LockHimUp https://t.co/31A1rtzR5H,508,positive
donald_trump,@EsotericCD Just like #Trump! He can do all kinds of shit and still has a job..,509,positive
donald_trump,"I don¡¯t trust #polls after ¡®16. B/c of typical white #conservative #racist¡¯s #VoterSuppression of #POC, esp #blackpeople, #Trump sabotaging #PostOffice, colluding w/#Russia &amp; #China/#Iran/#NorthKorea hacking in his favor, #ignorepolls. Act as if #Biden down 10 everywhere &amp; #VOTE! https://t.co/TAUPORGiBQ",511,negative
donald_trump,#vote #trump #biden https://t.co/YgNyDWShsq,512,positive
joe_biden,Reminder for us Mister Rogers fans: November 3rd is the  season premiere of Mister Biden's Neighborhood...Make sure to tune in! #mrrogers #JoeBiden #Election2020,513,positive
donald_trump,You all made the top list. Love you all. ?? #trump ???? https://t.co/onLt8yDn1x,514,positive
joe_biden,"(#Premiere) THE SLY SHOW S16E86 -- Sly talks: 2020 Election, Sly's 2020 Presidential Prediction, #DonaldTrump, #JoeBiden, Justin Turner Game 6 Fuckery, #WorldSeries,  #Dodgers, Sly's Dodger Hate, Getting down to the wire! #Conservative #Democrats #Liberal https://t.co/21lxxxmI5G",515,positive
donald_trump,"Trump has a ad in Florida about the mob and as soon as you see it you know they¡¯re all Trump supporters. Laughing my ass off.  #trump you need an effective ad person, yours Suck. #BidenHarris2020",516,neutral
donald_trump,#CNN Enters TOTAL PANIC MODE As The Realize 4 MORE YEARS Of #Trump Is INEV... https://t.co/S5Dup9rj0x via @YouTube,517,negative
donald_trump,Don Winslow doesn't like #Trump talking to black people that haven't been anointed by the left.... https://t.co/5jc15LvUXB,518,negative
donald_trump,#JoeBiden wants you to #VoteResponsibly ...but is ready to beat #DonaldTrump like a drum ???? #Election2020 #ElectionDay #LadyGaga #karens #FauciHero #BidenHarris2020 #VoteBlueToEndTheNightmare https://t.co/ol12fQl9R6,519,positive
donald_trump,Ohio 2020 election results: Trump projected winner - CBS News #PoliticalViews #Trump #PoliticalParties https://t.co/62qcmxSVcm,520,positive
joe_biden,#TRUE IS #BLUE #JOEBIDEN FOR THE #WIN ?????????? #IAMLETICIA??,521,positive
donald_trump,We are wide awake. Blue for Trump! #MAGA #backtheblue #TheBlueMagazine #Police #lawenforcement #Trump #Trump2020 @realDonaldTrump @BernardKerik https://t.co/nN6e7cH5OE,522,positive
donald_trump,@greta #Trump happened to us!,523,negative
donald_trump,This!!! #Arizona #Trump https://t.co/LRnj9wPwtC,524,positive
donald_trump,The #Trump kids lol https://t.co/sROvLiP8LZ,525,positive
joe_biden,"@samstein @HillaryClinton Absolutely. EVERYTHING must be on the table without delay. #Biden can¡¯t waste a moment once sworn in. Dems should be preparing bills right now, and push them through the process quickly from day one.",526,negative
donald_trump,#trump is a great businessman for himself. Sucks for the American people! https://t.co/y5EcaR2wlT,527,negative
donald_trump,"@Freedomwave3 Yes I have lost many followers, I assumed it was for my support of #trump",528,positive
joe_biden,"I don¡¯t know who¡¯s doing the ASL on Biden¡¯s YouTube channel, but he¡¯s awesome. #JoeBiden #BidenHarris2020 #PresidentBiden",529,positive
joe_biden,So we not going to talk about how people voted for #KamalaHarrisVP by voting for #JoeBiden ????????????????,530,negative
donald_trump,And had a group party where he attacked an elderly bicycle rider who criticized him for being unmasked.  All he talks about is #Trump or his brother. Needs to get his own life. https://t.co/s52mPDF875,531,negative
donald_trump,SPREAD THIS!!! #blm #phillyprotests #trump https://t.co/I5GyPi0rFC,532,positive
donald_trump,See NYTimes on #Trump #DebtForgiveness ... https://t.co/l5f3mvx5mj,533,positive
donald_trump,@aimeewoodall I would summarize it as #trump,534,positive
donald_trump,Isn't #PostmasterDeJoy A #Trump guy!? https://t.co/hs4KhxC2sM,535,positive
joe_biden,Morning fellow #Biden #amtrak travelers! Only 18k votes behind with 150K #MailInBallots left and still at 76% win rate! The #bidenharris2020 train is barreling down the track towards #Trump in #Pennsylvania2020. Thanks to all the #USPS mail that #DictatorTrump could not stop. https://t.co/BzdH0i6RDu,536,negative
donald_trump,Not sure @LarrySabato plays it down the middle. Definitely anti #Trump https://t.co/72BqhsUL2i,537,negative
donald_trump,"\It's more than a bit annoying that the #right whines incessantly about #MediaBias,   when in fact it's #Biden that has the uphill climb. If Joe misspeaks about any of 100 issues he has to keep track of it's a day of #news. #Trump #lies 24/7/365 &amp; it's \""\""shrug...that's just Trump.\""\"" https://t.co/vMpXfNnunr\""""",538,negative
joe_biden,"Just watched #Biden @ home in Scranton. Most of all, we need him because he is decent, has working -class roots, and can heal the nation. God bless. #blueWaveLandslide",539,positive
joe_biden,@DrewskiKeaton Found some more votes for #Biden here in GA. Got to count these bad boys. Probably gonna take another day or 2. They just keep coming in. https://t.co/HmS6ArYbeo,540,neutral
joe_biden,Today is a good Fucking day. First we celebrate then we work #BidenHarris2020 #KamalaHarrisVP #JoeBiden #FirstFemaleVicePresident #POTUS46 #YOUREFIRED45,541,positive
joe_biden,"We are tuning many channels! Now pending first #JoeBiden speech as #USAPresidentElect! We want to see #KamalaHarrisVP ! History is in the making! We has high hopes they will attend fiscal crisis , corruption, health , education and economy in #PuertoRico ! Thanks @DavidBegnaud ! https://t.co/ZoSSAglt12 https://t.co/sW1mcULnpe",542,positive
joe_biden,"#SCOTUSpanel #Biden After the blue landslide, the president-elect must create the commission to determine #SupremeCourt¡¯s future. https://t.co/JGsLNrnGQy",543,positive
joe_biden,Thank you #JoeBiden! https://t.co/4Jm2B2VcsX,544,positive
donald_trump,#Trump Versus #Biden: Pennsylvania and Ohio https://t.co/UyookkZwg7,545,positive
joe_biden,@JoeBiden We voted for Joe in Florida. Manatee County. Hand delivered our mail in votes &amp; they've been counted. Verified online.   #Florida #Biden,546,positive
donald_trump,@realDonaldTrump Why does ¡°law and order¡± never apply to the #Republicans ???? ?? #VoterSuppression #RepublicansForBiden #Vote #Trump,547,negative
joe_biden,BREAKING: #DonaldTrump unexpectedly sends concession message to #JoeBiden via social platform TikTok https://t.co/TNsY0m3uTk,548,negative
donald_trump,"#McConnell shoots down $1.8 trillion coronavirus deal, breaking with #Trump #TheHill #$1.8trillion https://t.co/POEif5tfpT https://t.co/914oM6SJVv",549,neutral
donald_trump,"@afagerbakke Under #BidenObama ,Israel relationship was at bottom of barrel! Only #Trump restored commitment to Israel.",550,negative
joe_biden,???????? I hope everybody VOTED! #Biden https://t.co/URPqREUhV2,551,positive
joe_biden,BREAKING: AP just called #Michigan goes to #Biden @KDVR #FOX31,552,positive
joe_biden,New Video: #Lizzo Cries After Finding Out #JoeBiden Won 2020 Presidential Election https://t.co/HGGxnDDh6H  #BidenHarris #KamalaHarris,553,negative
donald_trump,#Trump is full of spite and jealousy?????????????? #CaliforniaFires #Resist #FBR #BidenHarris pass it on. https://t.co/ZTULazgu20,554,positive
joe_biden,What does a #Biden presidency look like for your #smallbusiness? https://t.co/wLnXCOgfhY (Photo courtesy: Biden Campaign) via @USATODAYmoney https://t.co/J25LI17TfE,555,positive
donald_trump,"\Microphones muted at Thurs. debate. But @Scaramucci , on the Here Now the News podcast,  said \""\""I don't think [#Trump] gets there. I don't see how he could stand there with a very well-prepared Vice President Biden and justify what's happened.\""\"" #election2020 https://t.co/xqGVDz65V2\""""",556,negative
joe_biden,"This is illegal! Company #DanielsManufacturingCompany #DMC #GeorgeDaniels threatens employees that if they vote for #Biden, they¡¯ll guarantee permanent layoffs at the end of 2020 - 2021. #Orlando @abc @nbc @cbs @amjoyshow https://t.co/3UyWtop883",557,negative
donald_trump,#trump betrayed his followers in #Omaha  https://t.co/5CWZQLylp5,558,negative
donald_trump,SMOKING ON THAT #Trump PACK https://t.co/A8ijrkEgG4,559,positive
donald_trump,WATCH LIVE: #ATLANTA #NEWS UPDATE: 3breaking #news #weather #gawx #alwx #blm #election #vote #trump #protest #riots #biden #covid19 #coronavirus https://t.co/BjMQADZQee,560,positive
donald_trump,"\On healthcare plans,  VP Joe Biden says #Trump is \""\""never going to come up with a (healthcare) plan. Ten million have lost their private insurance. And he wants to take it away from 22 million who have Obamacare.\""\"" Trump says Biden and Dems wants \""\""socialized medicine.\""\"" #Debates2020\""""",561,positive
donald_trump,Why News Doesn't Show This Fauci Clip &amp; Republicans After Trump | DIRECT... https://t.co/2VelD4LNm2 via @YouTube #FireFauci #rinos #COVID19 #corruption #lockdowns #biden #basement #RecallGavin2020 #California #trump #freedom #maga,562,negative
joe_biden,WATCH LIVE: COVERAGE OF #HURRICANE #ZETA FROM #NOLA TO #ATLANTA: #gawx #lawx #mswx #alwx #tnwx #scwx #tornado #severe #flooding #blm #maga #trump #biden #vote2020 #election2020 #covid #covid19 #coronavirus https://t.co/O68gR1GcB7,563,negative
joe_biden,#trump is so stupid he thinks #JoeBiden is currently #President https://t.co/GlfPtU5vZw https://t.co/wRkrGtqy4S,564,negative
joe_biden,"$SLM 's CEO: Joe Biden will be the 46th President of the United States, and Senator Kamala Harris will make history as our next vice president     #SallieMae    #JoeBidenKamalaHarris2020     #JoeBiden     #KamalaHarris             https://t.co/Oxx4onBP5v",565,positive
joe_biden,Just watched @PeteButtigieg on @FoxNewsSunday He always does an amazing job with any questions coming his way. #BidenHarris2020Landslide #JoeBiden #winning,566,positive
donald_trump,@alexnazaryan @Clarendon822T #Putin organized #Trump flash mobs in Florida &amp; spent millions on trolls set army of propaganda-bearing bots media platforms US INTELLIGENCE WARN digital foot soldiers setting up #FakeNews  sites spreading hacked voter info casting doubt on legitimacy of election vote.,567,negative
joe_biden,#JoeBiden just said their will be no red states or blue states just the United States.. Translation: There will only be a 1 party state .. it will be the United States.  People need to #WakeUp this man is incoherent &amp; not fit to lead a country. #FactsMatter https://t.co/Q1zGVzEehE,568,negative
donald_trump,"@WalshFreedom The #Trump flu affects the brain, very baddly!",569,negative
donald_trump,"As we turn the page on #Trump, there's no going back from protesting to brunch. President-elect #Biden takes over tough questions on policing, social issues Trump failed to answer.   https://t.co/awRHtVspo3",570,negative
joe_biden,"I can¡¯t wait to see the implosion from the left and the fake news media when #trump gets re-elected! Stocking up on popcorn just now, it¡¯s going to be even better than 2016 #maga #biden #sleepyjoe",571,negative
donald_trump,"@nitrini1950 @Boobafett69 @GARRRRICK @GadtheFly @DrPhill40973582 @alextomeisreal @FollowNorm @SinCityAttorney @Ron_Shipp @TheRealOJ32 @CEDEsq @KimEGoldman @theshawnholley @thatmarciaclark @dardenlawgroup @LindaDeutsch @RitaCosby @georgeFPC @LAPDHQ @WilliamCDear @TheOliverStone @MarcusAllenHOF @fayeresnick1 @AndyTillett @JustinTinsley @alexdatig @tomsturgesideas @rosemcgowan @StephenSingular @Altarboy2Hitman @MichaelFranzese @TuckerCarlson @marklevinshow @dbongino @realDonaldTrump @Scientology @RealMarkEbner @ParisHilton @oppermanreport @Oprah @IngrahamAngle @JudgeJeanine @caviziel @RealJamesWoods @jonvoight @kirstiealley @DOJPH @IsaacKappy_ What Blows my mind is a bunch or Liberal, Tabloid Geeks are trying to start a war with Ride to Die American Patriots! @DefendGavin @NlProudboys #ProudBoys #ProudBoysStandby #ProudBoysUSA #DonaldTrump #PatriotsUnited #PatriotFront #MikePence #TuckerCarlson #LauraIngraham #Hannity https://t.co/AMgkv0xm7T",572,positive
donald_trump,"#DonLemonCNN with #DonaldTrump dummies all hope is lost they are trapped in Trump's desert,&amp; the only drinking water comes viaTrump's straddle. #DonaldTrump wants a kingship,&amp; #MitchMcConnell wil proudlyl crown him,&amp; any other Reckoning pertaining to Trump's presidency is a lie.",573,positive
donald_trump,Free Melania #Elections2020 #Trump #Biden,574,positive
joe_biden,I love that @JoeBiden said he knows loss. He does! It¡¯s important to remember that there can be dignity in losing. #Biden #Elections2020,575,negative
donald_trump,"value to USA https://t.co/imTnlQ61HS\""",576,negative
donald_trump,"NYDailyNews No they don¡¯t, but your paper would damn well do anything it could if this was @DonaldJTrumpJr to tie it to #Trump .... Tell me I¡¯m wrong &amp; I¡¯ll show you four years of Newspapers .....""",577,negative
joe_biden,"@YNB @JoeBiden And remember who played, #MisterRogers in the movie, @tomhanks. If @nbcsnl was smart they¡¯d get #tomhanks to play #Biden.",578,positive
donald_trump,"The rational little guy on my left shoulder keeps reminding me that if the polls were as wrong as in 2016, #Biden would still win by a good margin (table c/o @nytimes). The pestering one on my right keeps telling me that #Trump still has a path via this map (c/o @FiveThirtyEight) https://t.co/s6dTurqKOj",579,negative
joe_biden,My son is coloring in the states blue or red as they are called for #Biden or #Trump #Election2020 #mom #kindergartener #vote #teachablemoment #270towin #USA https://t.co/1pmrhMY5oq,580,positive
joe_biden,Interesting state of play right now but the momentum seems to be with #Trump and certainly NOT with #Biden #TACElectionNight #Election2020 https://t.co/zTZhymqiz9,581,negative
donald_trump,#Election2020results #Election2020 #Trump #JoeBiden #ElectionResults2020 #PresidentElect #Election2020results #Elecciones2020 #ElectionResults #ElectionNight #Elections2020 #elections #BattlegroundState https://t.co/eaWaWb5gMC,582,positive
joe_biden,#Biden will slay the Liar ... https://t.co/JdwC4juGeT,583,positive
donald_trump,What atrocious behavior from a journalist #LesleyStahl #DonaldTrump #Trump2020 https://t.co/wHY7kUUCUX,584,negative
joe_biden,#OperationWarpSpeed #ParpSpeed #OperationParp #TrumpRallyOmaha #TrumpIsLosing #TrumpIsParp #OperationParpSpeed @realDonaldTrump #Trump @POTUS @DonaldJTrumpJr #COVID19 #Coronavirus #COVID #DumpTrump #TrumpIsUnfitForOffice #VOTE #VoteHimOut #VoteEarly #VoteThemOut #Vote2020 #Biden,585,positive
donald_trump,NEW Sassy Justice with Fred Sassy | #DeepFake #FakeNews #Trump #USA #Democracy #RepublicansAgainstTrump #MediaBias #election  https://t.co/GobKwqeJ5Z via @YouTube,586,positive
donald_trump,What a ?? #ElectionNight #trump,587,positive
donald_trump,#trump I have gift for you! From This beautiful black woman. Merry Christmas! https://t.co/txXC3pz27r,588,positive
joe_biden,"@dbongino #HunterBidenEmails are nothing. If #Biden is innocent, why doesn¡¯t he come forward to answer Qs &amp; declare himself innocent? His father @JoeBiden he¡¯s running for president. If this was any @realDonaldTrump child accused of this, they would say something fast!!! #Election2020",589,negative
joe_biden,@RealCandaceO #Biden is a failure. https://t.co/OIrfVimzjv,590,negative
donald_trump,@jaketapper This is so tiring! Seriously.... we're exhausted of this shameless corruption. 2020 certainly has been an iconic year for the history of this country. #VoteLikeYourLifeDependsOnIt #VoteHimOut #TrumpTaxes #AmyConeyBarrett #COVID19 #trump #impeachment #racism #TrumpChinaBankAccount https://t.co/Zu07Jg9XvW,591,negative
joe_biden,"Today I confirmed my #mailinvote was received by the city of #newyork &amp; counted! I voted for #JoeBiden and #KamalaHarris to: save the planet, fight Covid, destroy institutional racism, protect women's and LGBTQ rights and institute #guncontrol. WHY DO YOU VOTE? #VoteEarly",592,negative
joe_biden,A #Biden win would most likely be a close version of #Obama 3.0 &amp; what would have been a #HillaryClinton presidency. https://t.co/wiEN5WaGRs,593,positive
joe_biden,"North Carolina on Monday night to honor #healthcareworkers who needlessly lost their lives on the frontlines. #Biden\""",594,negative
"donald_trump,8","/ ¡ª¡ª¡ªbecause there is no national perspective or plan and #Trump continues to undermine experts and mitigation efforts¡ª¡ª¡ª&gt;""",595,positive
donald_trump,happy #Trump day y¡¯all ????,596,positive
donald_trump,"Maybe people at your network who refuse to call the race for #BidenHarrisToSaveAmerica! The longer this count drags out, the more opportunities for mischief from #Trump and his followers! https://t.co/eMP4ZdFtn4",597,positive
donald_trump,@POTUS @realDonaldTrump Congratulations #DonaldTrump more people have #voted against you like no other President in History #Winning,598,positive
donald_trump,Agree with @JonathanTurley on impact of #Trump concession speech and also agree with @gtconway3d that it will never happen. https://t.co/Wgh6J6lcWH,599,positive
joe_biden,Why do people want this guy who has been in DC for 50 years and caught lying more times than not? #JoeBiden @TheDemocrats https://t.co/MDwQ5USv2D,600,positive
joe_biden,@EpochTimes no one but a crackhead would leave their laptop with sensitive emails on it at some repair shop with YOUR NAME ON IT .... sorry #JoeBiden .... if that is the smartest person you know ... you are NOT QUALIFIED for @POTUS job,601,positive
joe_biden,"@WayTooEarly  I¡¯m up at 2:30 PST from Election stress.   I wake up, check my phone for #Biden status.  Can¡¯t end fast enough.  #Countthevotes.",602,negative
donald_trump,NEW- Statement from #Trump : accuses #JoeBiden of ¡°rushing to falsely pose as the winner¡± #Election2020,603,positive
joe_biden,I really hope all those people talking about leaving the US if Biden won are packing their shit... #Biden #Trump #Elections2020,604,negative
donald_trump,Somethin on my feed here popped up and suggest I should follow sleepy Joe.. I blocked that sumbitch #TRUMP,605,neutral
joe_biden,Trump forget that he¡¯s talking to the man who created #Obamacare Trump can¡¯t talk healthcare outside of his typical talking points! Go #JoeBiden !! #PresidentialDebate2020 @MSNBC,606,negative
donald_trump,"@RepMattGaetz Joe Biden is compromised by communist China. Adam,as the Intelligence Chairman,is promoting a corrupt politician.Tony is a Russian agent?Adam Schiff is a Chinese agent.I suggest we look into Adam's finances,out here on the West Coast=follow the money! #MAGA #TRUMP",607,negative
donald_trump,It¡¯s highly doubtful that President #Trump will be re-elected but if he is then the electorate must give him the Senate or he¡¯ll be impeached and removed by August,608,negative
joe_biden,@mdubowitz You will wake up to find that the #IranDeal is reviving under President Joe #Biden. #Iran,609,negative
joe_biden,"GEORGIA GEORGIA GEORGIA is showing out tonight... I¡¯m being hopeful but if not this year¡ªthis is very close for us.  Fulton County 36000 left, 57000 needed to turn GA Blue @JoeBiden https://t.co/FkOsRw3VpD @CNN #Biden2020 #Biden Let¡¯s keep AZ, NV &amp; hopefully can claim GA",610,negative
donald_trump,"Yea...those damn #Democrats ...being peaceful and everything, requesting everyone to be calm, collected and await the final count. What a bunch of #idiots. Complete lack of any #respect compared to #Republicans and the #Trump #family",611,negative
joe_biden,But today I woke up and was able to finally take a deep breath and exhale with confidence and hope that I will never feel the same way I did ever again. #biden #harris #lgbtq ????????????????,612,positive
donald_trump,One of the mirroring-est things #DonaldTrump has said to date: https://t.co/PRh5xWfEBy,613,positive
joe_biden,#KristenWelker won¡¯t ask #Biden about the #Bobulinksi revelations &amp; the #HunterBidenEmails She¡¯s a msm hack. #Debates2020  #debates,614,positive
donald_trump,Democrats should only vote in person or carry their ballot to a drop box or local voting location.  Too late for mail period.  The court system is now killing mail-in voting in swing states.  #Trump is full out cheating/stealing the election.,615,negative
donald_trump,"3/ I am one of many voter who switched parties this year because of the #Trump agenda, backed by #Republicans with no moral compass. Many friends have stuck it out with the #GOP so they could vote out spineless politicians in the #Republician primaries",616,negative
donald_trump,#Election2020 #Politics #Trump2020  #BidenHarris2020 #Trump #Biden,617,positive
donald_trump,#Trump will be watching @JoeBiden¡¯s acceptance speech on Fox tonight. How awesome is that?,618,positive
donald_trump,@RichardEngel I had to choose between following #trump or a bag of dog food on twitter. I choose the bag of dog food as it had more personal integrity.,619,positive
donald_trump,Even if you are stupid enough to accept the excuse of #Giuliani that he was tucking his shirt on whilst laying on the bed then you have to ask why was he in the bedroom in the first place? #trump brainwashed supporters cant answer that one,620,positive
joe_biden,"@JulianCastro That would be so wonderful and in large part because of you Mr. Castro, and Beto O¡¯Rourke in getting out the #Vote in #TX. Like to see you back in the WH in #JoeBiden¡¯s cabinet (HUD/Immigration) ? @mjhegar for TX Senate too. #FlipTheSenate https://t.co/oQ4iLZTXGl",621,positive
donald_trump,Remember when the news actually told us the NEWS. #FakeNewsMedia #FakeNews #KAG #Trump,622,negative
joe_biden,"@BreakingNews If you think #biden won¡¯t do this, you¡¯re out of your mind",623,neutral
donald_trump,#Trump rally in Beverly Hill yesterday ... https://t.co/7J4bq0dmlQ,624,positive
donald_trump,@realDonaldTrump I VOTED THIS MORNING!!! RAN THE TABLES ALL RED!!! ALL RED!!! MR. PRESIDENT!!! LET'S GO!!! ???????????????????????? #TRUMP2020Landside #Trump2020 #MAGA #Trump #IVoted https://t.co/qh6IcT8AQ7,625,positive
donald_trump,"Trump campaign insists, ¡®This election is not over.¡¯  No morons; THIS ELECTION IS OVER.  TRUMP IS A LOSER.  *BIGLY*  #trump @realDonaldTrump @CNN @MSNBC @MeidasTouch @ProjectLincoln",626,negative
joe_biden,Call this thing! I would like to commence drinking.  #Election2020 #JoeBiden,627,positive
joe_biden,Bruh Philadelphia! Like I said you did good! We celebrating! Parade down broad street! Let¡¯s go!! #philly #PresidentElectJoe #JOEBIDEN2020 #JoeBiden https://t.co/qgkIdArPsx,628,positive
donald_trump,"\History will wipe the name #Trump from the history books and renaming 2016-2020 \""\""#Americas LOST Years\""\"". https://t.co/G5tfsj065t\""""",629,",negative

"
donald_trump,Just #Trump projecting again. https://t.co/erK7vCVvs7,630,negative
donald_trump,"@SigmanForSenate @JoeBiden Seriously? I saw your ad comparing your opposition to Donald Trump, and calling #trump a #corrupt politician. Listen, #toots, who spent 39 years in the Senate, and 8 as #VP? It was #10fortheBigGuy #BidenCrimeFamiIy #Corruption",631,negative
donald_trump,Pennsylvania is a RED state #Trump #TrumpPence2020 https://t.co/8o7xFxfNO9,632,negative
joe_biden,@realDonaldTrump Like they have from Covid???? You are a failure!!! The #WorstPresidentInHistory!!! #TrumpCrimeFamilyForPrison #DumpTrump #TrumpTerroism #TrumpIsCompromised #JoeBiden #BidenHarris2020ToSaveAmerica #BidenHarris2020Landslide,633,positive
joe_biden,"#Iowa: known for commencing the #PresidentialPrimary, is not talked about in the General. It's insular midwest and red. However, of the 31 counties that flipped for #Obama in 2008 and 2012. #Biden camp believe they can flip it back to go blue. #Trump camp knows they needs to win",634,negative
donald_trump,"¡°For the rest of your life, you have to know that you voted the same way as the KKK¡± #Trump supporters you chose your side in history. #Election2020 https://t.co/23I8tL7wO5",635,positive
donald_trump,"@HCTrudo @JoeBiden @JohnKasich Nope. Any American who witnessed the insanity and megalomania of #Trump the last four years, and the undemocratic, corrupt and kleptocratic behavior of his #GOP enablers and STILL voted #Trump are fascists and must be destroyed, not coddled.",636,negative
joe_biden,Joe is so happy. Love that for him #Biden,637,positive
joe_biden,Speech of a lifetime #JoeBiden,638,positive
joe_biden,@warrenleightTV @actblue Done! Did it before &amp; after the debate. Chai for life! Soooo close. #VoteBiden #Biden #Election2020 https://t.co/bG44sk7WD9,639,positive
donald_trump,"President Donald J. #Trump is going to have a lot of rallies the next few days... Pennsylvania, Michigan, Wisconsin, Iowa, North Carolina, Georgia, and Florida.",640,positive
donald_trump,#vote #BidenHarris2020 #Election2020 #trump #TransRightsAreHumanRights #StillWe #trans #intersex https://t.co/37ZrmINwCA,641,positive
donald_trump,#whichsideofhistory #ElectionDay #Trump2020 #Elections2020 #IVoted #Trump https://t.co/TDM3pFBV5L,642,positive
donald_trump,#TrumpDoesntCare #TrumpLies  #2020Election #democracy #TrumpIsALiar #Election2020 #trump #EricTrump #media https://t.co/xwHviOTkhl,643,positive
donald_trump,"#Trump's most loyal supporters have lost their right to discipline their children for lying. Your actions set the example, not your words. #Trump2020 #TrumpPence2020 #TrumpPence #biden #JoeBiden #BidenHarris2020 #BidenHarris",644,positive
donald_trump,"Thursday night, #debates  ...i'm hoping #Trump2020 puts a lid on smelly slow joe! #grateful 4 #Trump ???? https://t.co/eyyiJnHhQA",645,neutral
donald_trump,"@realDonaldTrump Yes, he did.  So, the contrast for #DonaldTrump is whether he can ensure that $500 billion in support for #blackmen and #blackownedbusiness comes through if he's elected.  A lot of black men are listening, but trust can only be earned by tangible deliveries.",646,positive
donald_trump,#TRUMP GAVE THE #CORONAVIRUS AN OPEN DOOR TO #AMERICA https://t.co/4bOpCYMSty via @YouTube  #TheManningReport,647,positive
